pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
5.19034,17.2037,1.53384,73.7811,5.63624,16.3056,0.153249,1.12508,44.0,22.0,28.0
6.16115,4.7673,0.327694,53.1306,2.06853,7.26225,0.153385,1.60971,57.0,18.0,23.0
6.20043,8.1096,1.0151,61.973,2.31159,10.0331,0.153674,1.16928,64.0,16.0,18.0
5.67219,17.0872,1.35996,180.983,4.69965,12.2812,0.153752,0.999136,51.0,20.0,26.0
6.85442,6.4391,0.663303,137.007,9.0938,6.37099,0.153784,0.94226,60.0,19.0,18.0
6.51194,10.7297,0.989547,207.824,8.57379,4.76845,0.153799,1.28855,57.0,17.0,19.0
6.00152,6.98058,0.757746,126.492,11.7039,9.53009,0.153929,1.4931,66.0,17.0,16.0
5.2107,9.2588,0.760523,196.612,6.32121,19.1981,0.153962,1.22458,61.0,18.0,19.0
6.21918,5.15932,0.426796,130.15,12.2028,6.59334,0.154061,1.41021,64.0,17.0,16.0
6.33075,16.1522,0.841836,172.723,7.52222,6.53846,0.154952,2.36309,63.0,18.0,18.0
6.16909,9.87372,0.791843,79.778,8.80966,9.21012,0.155381,1.42508,60.0,19.0,18.0
6.30405,9.53455,0.802869,123.8,9.87224,8.79865,0.155714,1.18569,73.0,12.0,13.0
6.04981,11.7674,1.29085,164.607,3.74332,13.268,0.156596,1.47867,51.0,18.0,24.0
5.07471,4.68766,0.537767,66.314,3.42195,8.69801,0.157711,0.854159,60.0,17.0,23.0
6.5743,6.4757,0.629051,121.769,11.5294,6.4828,0.157926,1.41861,56.0,19.0,21.0
6.38474,14.4303,1.34451,258.303,4.54073,8.14916,0.158433,1.8993,58.0,19.0,23.0
6.25253,13.7243,0.895119,85.5468,7.39514,8.02303,0.159125,1.52893,64.0,19.0,14.0
5.13409,17.2542,1.49934,163.751,4.00786,15.2412,0.159391,1.60994,60.0,21.0,18.0
5.14522,6.00154,0.44981,110.697,6.41783,18.7326,0.159669,1.51613,45.0,23.0,28.0
6.58099,6.00154,1.5823,65.225,10.3338,5.99148,0.159838,2.16283,64.0,18.0,15.0
6.09104,7.17993,0.697051,137.762,6.53881,11.4785,0.160317,1.26831,55.0,16.0,24.0
6.34322,8.1163,0.752979,155.251,3.15595,8.37558,0.161228,1.3624,51.0,21.0,25.0
5.7216,6.03937,0.631076,225.493,8.23784,7.57285,0.162613,1.60509,54.0,18.0,24.0
6.19548,8.83318,0.520311,92.4345,4.73972,9.71141,0.162619,1.40579,63.0,16.0,19.0
6.1241,10.623,0.716269,248.263,6.25041,15.7232,0.162622,1.93664,48.0,25.0,23.0
6.70447,4.98992,0.399069,120.894,9.95187,5.48948,0.163287,1.12285,49.0,21.0,22.0
5.82739,8.34559,0.983314,158.49,3.79417,13.6852,0.163665,1.13356,58.0,21.0,21.0
6.32014,6.64083,0.648217,139.538,2.50469,10.0001,0.164422,1.86829,54.0,24.0,21.0
5.88693,9.22852,0.897663,112.039,3.32037,6.69719,0.164471,1.37858,63.0,19.0,16.0
6.60721,9.61724,0.842011,175.285,23.8147,8.07515,0.164892,1.14,58.0,20.0,20.0
6.45473,6.88655,0.670423,153.104,6.09948,7.98086,0.165604,1.33761,50.0,20.0,23.0
5.90311,7.45465,0.526407,162.33,4.6067,10.8758,0.166638,0.681131,69.0,17.0,13.0
6.06887,9.3813,1.03776,43.0134,3.431,12.1297,0.166915,0.518078,52.0,21.0,18.0
6.23641,12.7369,0.838777,156.476,8.00634,9.90767,0.168689,1.93302,67.0,17.0,16.0
6.60795,7.88111,0.621311,135.764,10.0487,5.98808,0.170197,1.49175,68.0,16.0,15.0
6.38305,11.6524,1.47494,269.715,4.02854,9.46793,0.170278,1.8558,56.0,19.0,21.0
6.45626,11.0114,1.27897,205.599,7.95195,17.7742,0.170843,2.05585,63.0,17.0,18.0
6.0203,11.3208,1.16215,203.262,3.85133,10.0209,0.172194,1.42577,62.0,15.0,20.0
5.80769,9.94054,0.647571,91.471,9.17177,6.8107,0.174519,1.05069,55.0,22.0,20.0
6.85866,7.72416,0.827938,171.723,10.3796,7.79273,0.174784,1.24568,55.0,22.0,20.0
6.27358,7.84026,0.892904,152.122,11.5501,7.16792,0.175187,1.35749,60.0,18.0,16.0
6.87605,17.1252,1.58418,50.8846,15.4689,9.58799,0.176169,1.38626,63.0,19.0,15.0
5.20717,8.30172,0.834979,127.23,2.50643,8.07448,0.176325,0.759866,61.0,19.0,17.0
6.67073,18.0007,0.941555,222.158,18.4091,8.02703,0.176412,1.14,56.0,18.0,20.0
6.39084,13.8892,1.0846,171.784,9.63811,7.42684,0.178396,1.63843,54.0,23.0,22.0
6.06746,8.64874,1.02965,12.9624,5.18892,9.88436,0.179318,0.760225,53.0,23.0,20.0
6.02123,9.54141,0.709906,91.7151,6.10033,8.75827,0.179548,1.17662,56.0,21.0,23.0
5.79582,5.09255,0.384386,88.3697,10.6089,6.92424,0.181099,1.07827,53.0,23.0,22.0
5.74645,8.75222,0.91122,169.497,6.3305,10.9016,0.182698,1.32266,49.0,24.0,22.0
6.36135,8.23198,0.685654,63.7577,6.25955,6.42015,0.182802,1.31446,53.0,22.0,25.0
6.38751,5.16941,0.499233,188.848,7.88285,9.86097,0.184623,1.61271,56.0,18.0,22.0
6.20102,8.44305,0.507335,79.778,3.78475,7.15842,0.187004,1.14009,67.0,20.0,13.0
6.25451,5.37257,0.618951,135.974,7.40811,10.3263,0.187421,1.40904,61.0,15.0,22.0
6.56455,6.8642,0.516558,164.317,4.38925,8.40046,0.191755,1.74464,58.0,15.0,21.0
5.39402,9.26271,0.856564,141.67,1.88863,9.78971,0.191868,1.41794,53.0,19.0,24.0
6.55545,7.45675,0.650454,133.418,18.6268,7.71735,0.191991,1.38023,63.0,16.0,19.0
6.37434,6.00154,0.44981,247.61,5.82574,17.1264,0.192544,1.14,64.0,14.0,22.0
6.35409,13.9497,1.32672,96.8505,7.04755,7.79342,0.193729,1.75646,53.0,20.0,23.0
6.40104,17.285,1.22557,65.6754,3.27111,7.53647,0.194733,1.89189,67.0,15.0,14.0
6.0375,15.2503,1.56952,172.814,2.52773,7.98604,0.195153,1.57875,55.0,22.0,19.0
4.8314,6.00154,0.44981,64.9961,5.40242,11.58,0.196172,1.14,57.0,19.0,21.0
5.84514,8.79223,0.769033,239.391,2.04565,14.8287,0.196802,1.01875,60.0,17.0,23.0
5.56355,10.8873,1.03351,98.1146,6.19512,8.90227,0.197659,1.72779,59.0,16.0,20.0
5.75299,10.6347,0.727142,174.454,4.9587,7.12326,0.199204,1.34522,63.0,16.0,20.0
6.42032,15.9207,1.28426,137.068,9.21987,6.28109,0.199381,1.96904,57.0,19.0,23.0
6.48242,8.30877,0.700129,137.007,11.9399,7.89859,0.200052,1.41094,56.0,20.0,20.0
5.95324,12.013,0.684492,56.8122,5.97165,7.11583,0.200412,1.19907,58.0,19.0,23.0
6.18217,6.86767,0.804618,288.421,8.76391,11.9538,0.201077,0.96131,60.0,16.0,22.0
5.99685,18.604,1.55442,105.062,4.53317,7.97706,0.201173,1.68843,59.0,16.0,22.0
6.59486,4.73753,0.385622,115.606,5.41553,6.58848,0.201983,1.22682,57.0,21.0,22.0
6.07034,6.00154,1.16105,205.952,4.51214,8.20987,0.202321,2.14578,66.0,15.0,13.0
5.96771,10.214,0.858487,173.847,11.5183,5.68056,0.203197,1.43368,62.0,16.0,20.0
7.0126,11.1816,0.926545,217.384,12.3429,5.33789,0.203202,1.42755,65.0,19.0,14.0
6.2234,13.7503,1.35496,70.5893,15.9807,8.7934,0.205146,1.87837,58.0,20.0,20.0
5.21374,15.8304,1.14359,91.3872,2.09023,7.58464,0.205381,1.33444,52.0,23.0,21.0
6.13614,14.5064,1.52692,117.341,2.05343,9.80763,0.205742,1.90977,56.0,17.0,24.0
6.40227,11.6493,1.11568,180.616,3.39993,16.9014,0.207203,1.97012,57.0,16.0,24.0
5.123,6.00154,1.60364,158.098,3.88528,7.98604,0.207634,0.777417,46.0,20.0,29.0
5.56377,15.2343,1.37969,225.421,1.33315,9.69359,0.212299,0.855407,48.0,20.0,28.0
6.04059,6.00154,0.44981,143.234,9.56525,6.95725,0.213323,1.44835,65.0,19.0,16.0
6.31021,7.6277,0.560589,231.517,6.48238,6.88527,0.213645,1.54302,52.0,23.0,24.0
6.38291,11.6444,0.833719,196.612,1.80906,16.8084,0.215609,1.33403,59.0,17.0,22.0
6.00306,12.6699,0.816047,123.794,3.69186,8.9131,0.215986,2.0755,53.0,16.0,22.0
6.43032,13.5062,1.43466,205.513,22.8376,11.0795,0.216807,1.39279,60.0,16.0,20.0
6.82379,10.0,0.951021,190.611,6.13099,8.05493,0.218541,1.25979,70.0,13.0,13.0
6.43763,6.59628,0.620879,247.526,7.51403,14.7818,0.219837,0.598299,54.0,21.0,22.0
6.11339,6.044,0.668337,193.398,2.89041,8.91936,0.222913,0.821128,54.0,20.0,26.0
6.61951,17.8504,1.56761,70.5893,6.49228,9.95275,0.223561,2.108,57.0,19.0,19.0
6.1146,17.588,1.64396,165.254,14.2512,9.18678,0.224848,1.79162,51.0,21.0,25.0
5.56926,8.07419,0.921812,197.31,7.59968,10.1568,0.225515,1.27447,61.0,21.0,16.0
5.88603,7.15185,0.845168,191.931,11.3794,15.1745,0.226399,1.10091,58.0,18.0,17.0
5.44872,6.08456,0.753889,213.74,2.28304,10.0023,0.226797,1.64411,56.0,15.0,24.0
6.36863,7.85438,0.836886,156.048,6.14604,12.0321,0.228438,1.52385,58.0,16.0,23.0
6.65445,6.00154,1.6081,123.724,6.49228,15.334,0.229444,1.33054,68.0,18.0,13.0
5.80601,17.3068,1.20615,133.49,4.69057,12.8934,0.230232,1.95807,49.0,21.0,27.0
6.63377,6.00154,1.34412,232.068,6.49228,7.4975,0.233268,1.8634,51.0,21.0,26.0
7.25826,7.0205,0.737293,257.778,7.39817,5.37627,0.235735,1.40167,59.0,20.0,20.0
6.29001,13.4337,1.18308,149.234,7.33938,8.23026,0.236265,1.21967,58.0,20.0,18.0
5.9414,6.00154,1.52754,135.044,9.68029,9.68344,0.236809,1.61115,48.0,26.0,22.0
6.42481,5.97865,0.640789,154.232,9.41303,7.91089,0.236982,1.63494,66.0,19.0,15.0
6.39495,7.10391,0.581001,180.249,5.9577,14.1391,0.236989,2.06783,61.0,17.0,19.0
5.74359,19.1936,1.45184,123.671,9.99953,11.9664,0.237023,1.88055,56.0,18.0,24.0
6.29683,7.83147,0.712514,122.511,9.78804,13.0477,0.237424,1.31771,52.0,20.0,25.0
6.35055,13.3638,1.07335,164.846,6.41934,7.4175,0.240188,1.44115,57.0,22.0,16.0
6.29237,7.46507,0.57287,122.298,14.414,9.65273,0.242499,1.445,63.0,17.0,20.0
6.46237,6.3015,0.583827,160.46,16.8893,4.8283,0.244815,1.26483,59.0,19.0,18.0
6.5529,6.00154,0.44981,258.525,6.49228,7.98604,0.246183,1.14,63.0,18.0,16.0
6.62012,10.272,0.914358,163.237,6.07157,6.72184,0.255815,1.82488,57.0,18.0,19.0
5.90931,19.1889,1.52043,144.995,10.061,8.76547,0.258149,1.35159,56.0,20.0,19.0
6.21054,6.00154,1.46292,253.433,8.89707,7.98604,0.261276,2.10863,60.0,23.0,16.0
5.95324,8.18622,0.616728,248.432,4.21595,9.64243,0.263239,1.54246,54.0,24.0,20.0
5.8267,18.7633,0.44981,29.1207,5.90155,19.8486,0.264755,1.17333,49.0,24.0,21.0
5.9124,12.0331,1.09994,145.252,14.3048,8.51585,0.265207,2.10398,52.0,19.0,21.0
6.29767,6.01923,0.747045,165.244,11.5897,6.3679,0.266742,1.31976,59.0,19.0,17.0
6.34925,18.7567,1.26942,197.31,5.58991,7.32446,0.272232,1.45856,63.0,20.0,16.0
5.82626,12.3793,1.17306,162.914,6.18407,12.4239,0.273713,1.15555,59.0,17.0,21.0
5.87486,8.02048,0.917906,168.574,5.06783,6.89232,0.274482,1.29222,60.0,16.0,20.0
6.37658,17.4149,0.44981,143.017,6.49228,18.1673,0.274521,1.55707,67.0,17.0,16.0
5.8203,6.00154,1.23394,175.285,23.3555,10.6867,0.275709,1.14,63.0,18.0,19.0
6.94048,10.7004,1.00686,189.36,12.3488,7.63563,0.278324,1.85108,47.0,22.0,26.0
6.4075,8.80591,0.825624,70.0236,3.27105,10.6752,0.278769,1.5695,53.0,18.0,24.0
6.54304,16.3273,1.6444,92.4345,8.35615,8.14512,0.285382,1.69863,54.0,16.0,23.0
6.33159,6.01939,0.672497,211.038,8.91414,7.73323,0.286661,1.88586,60.0,18.0,18.0
6.29373,16.0938,1.45918,223.705,9.34225,8.06002,0.290639,1.80552,53.0,20.0,26.0
6.28212,16.1779,0.783595,129.243,5.89744,8.87388,0.294248,1.37436,58.0,22.0,20.0
5.99876,17.4323,1.69766,104.825,4.31446,11.4516,0.307292,2.23803,55.0,18.0,23.0
5.5513,9.59523,0.851196,91.0742,4.06835,10.4771,0.311769,1.85305,55.0,17.0,21.0
6.94015,13.4657,0.702219,93.1049,16.1164,5.99882,0.311793,1.31653,60.0,22.0,17.0
6.20028,8.48116,0.779874,145.009,3.23501,7.88556,0.316991,0.830431,69.0,15.0,12.0
5.99529,6.00154,1.34186,97.3449,2.98178,8.92497,0.329542,1.10604,57.0,22.0,18.0
6.73995,6.60555,0.563146,257.778,9.35739,6.78468,0.339914,1.68191,63.0,18.0,19.0
6.76898,12.0967,0.916051,151.312,8.99218,9.35271,0.348245,1.27365,64.0,20.0,14.0
6.66302,8.42975,0.771254,175.106,11.5663,13.4956,0.354734,1.55445,57.0,19.0,22.0
5.16914,6.00154,0.44981,151.987,4.88782,7.98604,0.360322,2.00507,55.0,19.0,22.0
6.26038,15.4427,1.11978,180.616,4.07648,9.56091,0.365601,2.08543,54.0,19.0,22.0
6.77771,6.62121,0.64901,128.502,3.02603,9.29774,0.368272,1.26354,50.0,24.0,24.0
6.23972,6.68697,0.562079,147.299,6.66931,4.37775,0.370056,1.04254,59.0,19.0,22.0
6.70046,13.1124,0.716234,208.171,1.56384,7.98604,0.377367,1.29502,52.0,27.0,18.0
6.68724,6.9253,0.541656,158.447,11.2564,9.59898,0.381165,1.17309,61.0,19.0,16.0
6.72354,5.26425,0.422555,124.044,3.86472,6.62634,0.421378,1.42133,59.0,19.0,21.0
6.6125,10.5186,1.26608,133.996,7.21222,10.8649,0.427662,1.85546,67.0,16.0,15.0
6.54362,8.10349,0.501239,118.66,10.6876,10.1981,0.429626,1.06817,67.0,17.0,15.0
6.52393,12.1697,1.09748,218.703,3.92039,6.47384,0.435373,1.5364,61.0,21.0,18.0
6.61987,9.75366,0.71538,253.339,2.59929,16.5938,0.450044,1.12634,46.0,22.0,29.0
6.357,6.00154,1.58736,195.507,9.93592,15.9056,0.472358,2.2461,63.0,16.0,21.0
7.30898,7.79618,0.983854,257.407,8.85469,7.12939,0.482475,1.80433,54.0,21.0,22.0
7.37516,5.22745,0.65352,135.024,9.00295,12.7962,0.527444,0.981968,61.0,19.0,17.0
6.82161,16.1776,0.97295,172.84,6.04978,4.93423,0.0882928,2.1123,49.0,25.0,24.0
6.47857,14.4559,1.38354,153.074,2.42026,17.3351,0.0882928,1.58714,43.0,23.0,20.0
6.26686,6.00154,1.45383,203.078,12.885,11.214,0.0882928,1.985,62.0,15.0,23.0
6.02584,4.1687,0.258539,52.7688,5.32404,4.84645,0.0034396,0.905382,66.0,18.0,16.0
5.92634,3.4824,0.227377,44.4223,5.91749,5.4038,0.0052045,0.631846,63.0,21.0,13.0
5.94722,8.01693,0.33302,77.8926,2.72015,8.52871,0.0070581,0.76757,61.0,17.0,22.0
6.0933,3.17607,0.151951,37.0991,4.54101,3.72195,0.0070878,1.13611,69.0,15.0,13.0
6.24976,3.86505,0.193689,53.8296,3.42697,4.82956,0.0076796,0.972195,63.0,19.0,18.0
6.39308,4.26824,0.255522,40.3797,3.61364,4.89434,0.0078814,0.729414,60.0,18.0,19.0
6.2161,4.44446,0.268692,43.4769,3.17937,6.24005,0.0090268,1.05328,58.0,18.0,24.0
6.27179,5.58816,0.281108,74.526,7.45438,4.67253,0.0093845,1.12939,71.0,14.0,15.0
5.80391,4.95762,0.426876,72.3193,1.83496,6.59876,0.0100594,0.728583,64.0,20.0,15.0
6.10229,5.8402,0.430134,60.8821,3.12101,8.7924,0.0101592,1.02435,61.0,19.0,16.0
6.00397,8.94168,0.861882,122.234,3.90096,6.66186,0.0102421,1.42477,49.0,23.0,24.0
5.4452,4.33062,0.311715,41.1002,3.15658,4.5615,0.0102456,0.878099,60.0,16.0,23.0
6.04928,3.52018,0.237976,43.2551,2.8611,3.7576,0.0102759,0.960871,62.0,18.0,16.0
5.75895,6.8758,0.405521,72.3193,2.46236,7.63319,0.0102816,0.983683,61.0,22.0,17.0
6.12467,2.68954,0.168539,70.6721,2.86872,3.56126,0.0102987,1.05828,50.0,25.0,23.0
6.29295,5.42625,0.282221,51.9991,3.41185,5.09868,0.0103734,1.05178,67.0,17.0,14.0
5.39224,4.53987,0.359102,93.5261,4.76336,6.09208,0.0104845,1.26843,58.0,18.0,21.0
6.55917,6.70133,0.276128,49.2335,16.4078,5.65872,0.0105262,0.961238,66.0,17.0,14.0
6.0802,2.77904,0.248081,25.6547,5.80156,4.07328,0.0105893,1.00402,67.0,19.0,14.0
5.90412,5.06141,0.399364,54.4069,5.52439,8.05663,0.0105943,1.07444,62.0,17.0,13.0
5.74122,9.66632,0.823297,46.4079,15.2872,12.1972,0.0107297,1.17289,55.0,22.0,17.0
6.02241,6.73382,0.350169,63.9894,4.20087,7.36691,0.0109027,0.69129,61.0,17.0,16.0
5.83884,5.19296,0.286429,74.1625,2.91032,5.49079,0.0109463,0.975829,72.0,12.0,12.0
5.67495,5.32298,0.477092,30.8915,3.99018,10.29,0.0110245,0.417753,58.0,17.0,22.0
5.87294,7.25519,0.292461,55.5755,2.46559,5.17093,0.0110603,1.08793,70.0,16.0,13.0
6.48412,4.55901,0.279726,51.5316,8.09531,6.54565,0.0112039,1.54421,65.0,18.0,12.0
6.40078,4.37794,0.3187,80.3021,3.54713,4.32568,0.0112396,1.11237,62.0,18.0,14.0
6.07473,5.57185,0.256103,49.3059,5.05058,5.05795,0.0112771,1.24957,64.0,19.0,17.0
5.89141,4.83036,0.303108,70.8273,4.99947,4.84511,0.0112995,1.08626,60.0,20.0,16.0
6.81328,7.37814,0.496429,88.5757,6.99784,5.65322,0.0113594,1.46556,66.0,14.0,12.0
5.83003,4.89454,0.405786,73.7598,8.75944,5.35704,0.0115321,1.18495,60.0,22.0,16.0
5.57982,7.05741,0.360851,63.9894,2.28865,5.12544,0.0115325,0.712278,68.0,18.0,12.0
6.00993,5.23428,0.275011,71.5596,7.51477,4.78612,0.0115518,0.990694,55.0,23.0,20.0
5.71299,5.8289,0.309725,70.8273,7.12556,4.37558,0.0116706,1.1622,52.0,24.0,21.0
6.35152,3.87514,0.280097,51.6219,5.47175,4.35892,0.0116756,0.889117,66.0,20.0,14.0
5.18673,6.50771,0.667119,77.0736,2.61625,5.26381,0.0117101,1.82524,57.0,16.0,23.0
5.73151,6.03551,0.576437,159.839,3.20933,5.47689,0.0117235,1.19858,66.0,16.0,16.0
5.68754,9.49996,0.617832,118.85,4.80754,5.99237,0.0118379,1.85495,57.0,17.0,22.0
5.92506,5.82281,0.682976,69.862,2.97426,8.64819,0.0119075,0.613582,58.0,17.0,22.0
6.14938,3.88097,0.228024,82.4105,3.5426,5.70517,0.0119086,1.19434,70.0,12.0,14.0
5.9553,4.17359,0.336934,60.7872,4.65459,7.04754,0.0119681,1.21144,64.0,20.0,16.0
6.2033,6.86457,0.342058,61.8728,4.60346,4.10192,0.0120707,1.67574,67.0,19.0,12.0
6.2052,4.9043,0.354967,49.3059,4.50885,4.86957,0.0121205,1.65495,70.0,17.0,13.0
6.47094,3.34302,0.217502,85.8734,7.23731,4.78085,0.0121604,1.27781,50.0,24.0,26.0
6.09314,4.50168,0.511273,8.43654,7.95876,4.49764,0.0122102,0.659889,61.0,21.0,16.0
6.00997,7.34549,0.325387,57.2115,4.24179,4.73106,0.0122252,1.14641,61.0,22.0,16.0
6.21551,5.83409,0.472163,13.5903,4.51494,5.58131,0.0122339,0.889757,53.0,20.0,19.0
6.35555,16.5385,1.01726,96.455,1.04981,6.94481,0.0123675,1.53725,67.0,15.0,15.0
6.01613,4.28845,0.332201,49.3059,3.45343,6.13956,0.0123798,1.17046,58.0,22.0,19.0
6.11344,6.18025,0.379326,75.5641,2.40207,5.82781,0.0123832,1.02923,60.0,16.0,21.0
6.7797,3.36596,0.315362,10.0517,5.21255,5.2676,0.0123858,0.741524,67.0,17.0,14.0
5.19668,6.52207,0.388061,77.059,10.4272,4.80823,0.0124629,1.60955,59.0,20.0,15.0
5.76688,13.7229,1.0789,140.245,3.05741,7.70061,0.0125606,1.47312,62.0,21.0,16.0
5.85222,7.31268,0.571325,52.3462,8.94125,7.17283,0.0127405,1.25696,57.0,23.0,20.0
5.71709,4.65534,0.407208,55.5755,7.08324,4.79877,0.0128315,1.29099,69.0,16.0,15.0
6.08344,8.15757,0.725322,76.7853,2.08933,6.6412,0.0128392,0.854441,53.0,20.0,27.0
6.53516,6.26437,0.328509,119.101,4.96116,5.78225,0.0128663,1.4143,64.0,19.0,16.0
6.02046,2.72705,0.25347,31.5098,4.70324,3.21173,0.0128816,0.975072,64.0,18.0,17.0
6.31861,4.22668,0.247583,48.3788,2.55252,5.54984,0.0128934,0.741592,61.0,17.0,22.0
5.99794,3.76825,0.176316,73.2597,4.10324,4.7074,0.0129201,0.796634,45.0,27.0,22.0
5.94356,6.53268,0.407253,86.3312,2.48232,4.43602,0.0129402,1.19045,52.0,22.0,25.0
5.71874,6.27436,0.657987,57.0564,2.61986,5.60834,0.0130235,0.842994,60.0,19.0,17.0
6.23454,4.18444,0.259448,17.9103,6.29475,5.33124,0.0130415,0.751703,65.0,17.0,17.0
5.82474,5.00832,0.325996,88.7456,9.59517,7.39269,0.0131757,1.1605,71.0,13.0,14.0
5.96852,5.94633,0.242645,55.7594,8.57452,6.28933,0.0132604,0.669807,67.0,18.0,14.0
5.57235,5.50753,0.679988,79.2794,6.75207,9.69752,0.0133374,1.54659,46.0,22.0,26.0
6.13182,4.92798,0.303814,73.1847,3.15993,6.3229,0.0133432,0.85344,58.0,21.0,19.0
6.39835,3.10049,0.241196,5.07338,4.27997,3.96534,0.0133912,0.760802,68.0,14.0,15.0
5.64065,3.56792,0.233978,43.5746,6.50308,3.85153,0.0134072,1.06643,60.0,16.0,22.0
6.01016,10.198,0.674902,55.7455,8.42828,7.27048,0.0134318,1.54949,63.0,18.0,16.0
6.42418,5.11239,0.316909,89.3819,2.49139,4.71845,0.0134566,1.25168,70.0,14.0,14.0
5.88773,10.1178,0.65,93.5608,4.97554,6.68423,0.0139608,1.57642,49.0,23.0,21.0
6.17582,8.8726,0.5398,62.3386,8.01779,5.00023,0.0139761,1.82213,46.0,27.0,26.0
5.82112,5.48238,0.460905,19.9972,1.76108,7.99422,0.0141096,0.561494,60.0,21.0,16.0
6.14399,2.92153,0.298039,11.2286,4.54499,5.38686,0.0142132,0.805634,55.0,23.0,18.0
5.5177,7.71144,0.435993,101.174,5.49723,5.19192,0.0143232,1.41093,63.0,19.0,14.0
5.70944,4.12022,0.235546,70.8273,5.3367,5.8185,0.0143521,1.0963,64.0,20.0,16.0
5.80226,5.88873,0.351356,94.3535,7.89707,4.59644,0.0143985,1.05149,61.0,21.0,16.0
5.89171,6.2113,0.40994,59.4842,1.7284,6.24475,0.0143996,0.877503,60.0,17.0,23.0
5.90426,4.78264,0.374649,6.99718,4.7944,7.2025,0.0144974,0.718304,59.0,20.0,21.0
4.96825,13.0505,0.895023,65.225,2.47551,12.7822,0.0145229,1.09515,59.0,21.0,18.0
5.47018,6.75532,0.887397,37.1198,2.88273,8.71305,0.0145255,0.795986,58.0,18.0,23.0
5.33708,5.5361,0.27235,63.1218,5.38089,5.53469,0.0147513,1.05704,61.0,20.0,17.0
5.65379,5.81236,0.369145,54.666,4.64614,4.73414,0.0150807,1.44655,59.0,18.0,22.0
5.74047,4.18166,0.28239,65.2153,4.1099,6.4772,0.0152175,0.711771,55.0,23.0,17.0
6.18831,5.16266,0.219176,55.5436,4.31638,5.72666,0.0152462,1.25711,68.0,19.0,12.0
6.07322,2.78168,0.206413,51.5316,5.71117,4.22225,0.0153673,1.11062,65.0,18.0,13.0
5.99445,4.79832,0.262778,36.7706,3.15112,3.87331,0.0153841,0.774479,69.0,19.0,12.0
6.04792,5.51644,0.430513,79.5707,6.19886,6.15157,0.0154735,1.2007,63.0,20.0,14.0
5.88854,5.05611,0.318716,67.6081,3.33023,5.21108,0.0155295,1.23332,52.0,25.0,21.0
5.65941,10.6564,0.704921,101.607,2.89565,9.05826,0.0155998,1.64699,54.0,16.0,22.0
6.32527,5.06811,0.265546,57.3311,2.48475,4.67834,0.0156023,0.834692,68.0,17.0,13.0
5.95563,7.79425,0.50289,92.5448,5.86108,6.81658,0.0156025,1.62231,50.0,24.0,20.0
5.69166,3.24188,0.323487,6.87225,6.38963,6.97385,0.0157193,0.915736,54.0,22.0,21.0
6.05774,3.71449,0.352986,73.2597,5.03187,5.52005,0.0157339,1.0834,55.0,22.0,20.0
5.89314,10.5585,0.405897,54.7749,6.25048,6.79609,0.0158482,1.2394,60.0,18.0,17.0
5.74047,5.60388,0.402494,62.3088,6.43371,6.75162,0.0158628,1.25721,60.0,18.0,21.0
5.60701,5.85573,0.350161,67.5539,2.19251,7.0097,0.0158789,1.08327,61.0,18.0,20.0
5.66197,8.76549,0.474371,75.5641,1.97441,7.04821,0.0158875,1.21836,59.0,23.0,17.0
5.58822,6.42747,0.561536,59.8842,2.94744,6.28635,0.0159366,0.942238,62.0,19.0,17.0
6.47,8.63322,0.343463,122.267,3.73795,6.43492,0.0160129,0.8673,73.0,12.0,14.0
6.25985,10.0295,0.757715,72.4513,4.43419,6.63227,0.0161761,1.29484,68.0,14.0,14.0
5.91786,5.27849,0.35338,63.0499,7.41563,4.38225,0.0162562,1.54536,70.0,15.0,13.0
5.88638,8.76909,0.722025,105.062,4.19979,7.44288,0.0163774,1.76426,57.0,18.0,24.0
6.50494,3.59223,0.281983,35.0931,2.79223,4.15118,0.0164292,1.15989,49.0,20.0,29.0
5.99089,6.95675,0.595674,64.4548,3.93705,6.82083,0.0164528,1.16766,52.0,26.0,22.0
6.11331,6.34603,0.502218,74.395,2.12884,6.7619,0.0164587,1.0367,58.0,21.0,14.0
6.12022,3.98124,0.243537,23.1981,4.5688,6.78749,0.0164831,0.507484,64.0,19.0,17.0
6.26437,8.25975,0.565741,91.471,8.02643,6.39582,0.0165126,1.6711,66.0,17.0,15.0
5.95408,7.17814,0.42489,91.9596,8.52238,6.08077,0.0166632,1.2082,53.0,26.0,21.0
5.86813,4.2007,0.213469,53.0109,6.6127,4.08352,0.0166632,0.815084,50.0,24.0,22.0
5.58052,11.0322,0.779205,88.2061,3.61662,9.19943,0.0167657,1.12692,58.0,20.0,18.0
5.982,4.79521,0.293532,101.796,2.60016,5.87756,0.0168448,1.12502,54.0,24.0,21.0
5.94001,10.4659,0.625845,75.7467,2.95999,7.32321,0.0168471,1.38546,51.0,19.0,21.0
5.2334,4.75037,0.461358,9.87968,5.81738,7.51198,0.0168778,0.82763,45.0,24.0,22.0
5.55427,3.90779,0.306009,114.906,3.00797,10.389,0.0168993,1.47718,62.0,19.0,16.0
6.23765,7.15207,0.463911,72.3685,2.49015,7.81793,0.0172011,1.16106,52.0,21.0,21.0
5.80066,4.39707,0.339231,49.7061,5.04945,5.53793,0.0173409,1.03691,54.0,25.0,20.0
7.11302,4.0851,0.253265,46.9081,6.47792,4.00765,0.0173765,0.992607,63.0,19.0,16.0
