longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
4.83375,9.1539,isda,isda,isda,isda,5.67361,9.82422,1.00296,33.8641,3.57401,12.475,0.0582264,1.15827,46.0,24.0,21.0
7.1385,11.59868,isda,isda,isda,isda,6.31881,10.285,0.708682,105.8,3.1116,7.20507,0.0586899,1.48898,53.0,25.0,21.0
8.42929,8.95355,isda,isda,isda,isda,6.33093,6.25649,0.561264,88.673,5.14076,6.01636,0.0587476,1.46506,59.0,20.0,23.0
4.78754,9.1551,isda,isda,isda,isda,6.44324,8.05096,1.28448,47.5501,9.67657,7.79103,0.0587726,1.46625,55.0,23.0,21.0
9.295,10.2844,isda,isda,isda,isda,5.50359,9.13063,0.814279,113.652,8.48059,9.99568,0.0589337,1.41779,57.0,21.0,21.0
8.80022,9.25454,isda,isda,isda,isda,5.2375,8.82588,0.706227,10.1722,1.90223,10.0386,0.0590062,0.863135,52.0,22.0,29.0
9.39099,8.95387,isda,isda,isda,isda,5.37357,10.9101,0.738982,91.471,4.81346,7.23936,0.0590654,1.24101,57.0,18.0,20.0
7.9216,11.49658,isda,isda,isda,isda,6.52953,11.5803,0.928459,185.238,10.2612,7.4778,0.0591028,1.75748,61.0,23.0,17.0
8.39868,10.06863,isda,isda,isda,isda,5.32085,12.1417,1.05437,131.996,2.46503,15.5624,0.0591863,0.85367,57.0,20.0,23.0
9.1403,11.28009,isda,isda,isda,isda,6.55597,3.96386,0.536841,43.5611,10.0883,4.70495,0.0593232,1.2278,60.0,21.0,20.0
8.59468,10.80914,isda,isda,isda,isda,5.66307,5.74844,0.775087,43.7394,8.67774,5.76694,0.0593613,1.49201,53.0,21.0,21.0
8.63268,10.14699,isda,isda,isda,isda,5.97301,9.92157,0.981553,130.209,6.06139,9.13376,0.0596988,1.4192,49.0,20.0,22.0
9.03225,8.53766,isda,isda,isda,isda,5.21083,5.82038,0.548233,92.3329,4.78854,5.11492,0.0597094,1.2374,64.0,21.0,17.0
7.65995,9.97173,isda,isda,isda,isda,5.84894,11.3337,0.976956,72.626,6.04213,7.23422,0.0598668,1.64268,58.0,20.0,23.0
9.05234,9.97587,isda,isda,isda,isda,6.0347,10.4891,1.05548,150.336,14.7899,10.3526,0.0599542,1.62931,50.0,20.0,26.0
4.46881,9.87029,isda,isda,isda,isda,5.91999,6.58281,0.676342,100.225,6.08083,8.44133,0.0601697,1.30001,56.0,22.0,19.0
5.52744,8.98988,isda,isda,isda,isda,5.32198,9.08416,0.521807,63.0499,4.35618,6.18045,0.0602041,1.40529,55.0,22.0,18.0
8.8722,9.26704,isda,isda,isda,isda,5.48257,10.7683,1.07943,24.4541,2.52721,11.0634,0.0602225,0.749685,57.0,18.0,26.0
8.30146,11.13861,isda,isda,isda,isda,5.98823,7.34131,0.299894,72.7771,2.66232,5.33992,0.0602482,1.21977,62.0,23.0,20.0
6.14855,9.07487,isda,isda,isda,isda,5.16423,12.8842,1.08673,83.9493,6.11354,9.87988,0.0602482,2.06579,57.0,21.0,19.0
6.94778,11.08884,isda,isda,isda,isda,5.24168,14.7331,1.52893,67.8471,2.19439,11.5436,0.0604316,1.18822,60.0,20.0,18.0
8.40732,8.99104,isda,isda,isda,isda,5.75665,13.1071,1.48935,80.5533,2.85646,7.71207,0.0604319,2.24805,60.0,18.0,24.0
8.31768,11.12152,isda,isda,isda,isda,6.46477,8.48402,0.597121,170.43,7.63828,7.80019,0.0604905,1.51561,54.0,25.0,24.0
11.7104,9.08814,isda,isda,isda,isda,6.10277,8.07512,0.485999,125.335,12.9047,8.66247,0.0604932,1.72509,62.0,18.0,19.0
7.76676,9.50432,isda,isda,isda,isda,5.51403,24.4644,1.99143,153.567,3.2574,14.4073,0.0604993,1.32645,56.0,18.0,21.0
6.94975,11.0809,isda,isda,isda,isda,5.93113,7.46051,0.710021,131.516,4.92218,8.43166,0.0607495,1.28677,63.0,21.0,17.0
9.70182,10.18518,isda,isda,isda,isda,6.20158,5.97985,0.683601,146.89,5.64299,5.3601,0.0609294,1.50899,59.0,19.0,21.0
9.11245,11.24023,isda,isda,isda,isda,5.80628,6.55437,0.754521,43.7394,6.33697,5.23457,0.0609996,1.0713,65.0,18.0,17.0
7.75395,9.4725,isda,isda,isda,isda,5.42666,11.9734,0.869165,120.45,1.91956,11.2098,0.0610494,1.96781,51.0,21.0,23.0
7.7296,9.53434,isda,isda,isda,isda,5.86019,8.98871,0.696902,72.0712,0.959697,9.53796,0.0610902,1.19664,58.0,19.0,22.0
8.57746,9.32787,isda,isda,isda,isda,6.24968,8.15933,0.567938,122.285,16.4218,8.48159,0.0612317,1.5434,55.0,21.0,24.0
9.11963,11.23792,isda,isda,isda,isda,6.30618,6.35892,0.589684,221.626,2.9423,8.94091,0.0614172,1.66245,61.0,21.0,21.0
4.84112,9.19796,isda,isda,isda,isda,6.30873,5.97508,0.574297,66.1367,4.09058,6.23136,0.0615139,0.735429,66.0,21.0,15.0
7.59781,9.99173,isda,isda,isda,isda,5.66612,6.10551,0.889171,65.4279,3.66521,11.2112,0.0616005,1.35651,52.0,20.0,24.0
8.86448,9.24889,isda,isda,isda,isda,5.01668,8.34735,1.08565,108.577,2.41796,19.8266,0.0616196,0.780879,54.0,20.0,28.0
7.61376,9.98088,isda,isda,isda,isda,5.77584,8.03685,0.857226,103.02,5.6783,8.05578,0.0616271,1.80813,54.0,18.0,23.0
8.24069,11.03527,isda,isda,isda,isda,6.07745,7.19301,0.475407,65.225,5.1467,5.81241,0.0617034,1.56775,58.0,24.0,17.0
11.69543,9.07616,isda,isda,isda,isda,6.5337,6.69992,0.463419,121.769,9.63401,10.7877,0.0617506,1.36295,66.0,19.0,19.0
8.22529,9.96509,isda,isda,isda,isda,5.45637,17.5315,0.898074,96.455,3.34605,9.09992,0.0619591,1.21406,55.0,18.0,24.0
6.32519,9.68123,isda,isda,isda,isda,5.84079,8.18242,0.880194,52.7157,3.70502,11.8562,0.0619699,0.930459,65.0,16.0,15.0
10.02876,9.9678,isda,isda,isda,isda,6.55021,5.9792,0.417687,74.6018,8.71249,6.305,0.0619744,1.19227,66.0,17.0,20.0
8.09812,8.1217,isda,isda,isda,isda,5.5037,6.36642,0.637553,124.164,6.01463,9.71101,0.0620222,1.14477,58.0,24.0,19.0
8.65499,10.76757,isda,isda,isda,isda,6.31723,10.5098,0.770166,76.6399,3.73066,7.3192,0.0620425,0.866253,47.0,27.0,22.0
4.48629,10.98576,isda,isda,isda,isda,6.70693,12.1459,0.862675,122.703,9.49093,8.82934,0.0621171,1.9686,70.0,14.0,15.0
8.11114,8.06145,isda,isda,isda,isda,5.99109,11.4424,0.768006,63.5178,5.44119,9.96383,0.0621505,1.24169,59.0,22.0,16.0
9.70201,10.15923,isda,isda,isda,isda,5.80944,9.68218,0.638677,155.818,7.25141,6.31915,0.0622018,2.00028,52.0,21.0,23.0
8.56886,9.33558,isda,isda,isda,isda,5.60318,9.59821,0.639083,90.814,2.33711,8.79854,0.0623344,1.44616,52.0,22.0,25.0
9.25001,10.2655,isda,isda,isda,isda,6.40251,12.471,0.774578,173.273,14.4287,8.73181,0.0623697,1.98698,56.0,21.0,22.0
8.97277,9.90528,isda,isda,isda,isda,5.4543,10.5966,0.865554,102.856,5.92319,6.84918,0.0623763,1.19054,51.0,19.0,25.0
6.51687,8.51734,isda,isda,isda,isda,6.55844,7.74249,0.447347,102.437,4.82645,7.22268,0.0623879,1.18416,63.0,22.0,16.0
9.2297,10.30845,isda,isda,isda,isda,5.69709,9.54531,0.668636,199.33,15.154,12.2743,0.0624523,1.16041,54.0,20.0,21.0
9.98441,9.954,isda,isda,isda,isda,5.42555,7.15968,0.697324,99.1244,3.59877,17.8066,0.0624764,1.34704,69.0,18.0,17.0
11.02656,8.92691,isda,isda,isda,isda,6.63948,3.3753,0.272683,72.7771,3.91098,5.33307,0.0627247,1.22611,57.0,23.0,19.0
9.18402,9.56102,isda,isda,isda,isda,5.69519,7.07782,0.455117,72.8297,2.89702,4.53549,0.0627891,1.02062,58.0,15.0,21.0
9.19122,9.55227,isda,isda,isda,isda,5.6419,8.49099,0.683941,75.5032,2.78386,8.2398,0.0628972,1.4997,60.0,15.0,22.0
6.32212,9.68946,isda,isda,isda,isda,5.97876,10.2617,0.956219,204.983,5.30165,7.30726,0.0629277,1.59025,61.0,16.0,16.0
6.0014,10.317,isda,isda,isda,isda,5.65186,7.59488,0.612468,98.0302,2.78884,8.95957,0.0630999,1.04659,59.0,21.0,16.0
4.83888,9.19489,isda,isda,isda,isda,6.64543,6.14673,0.773751,153.37,4.32232,9.25718,0.0631612,1.04899,62.0,22.0,14.0
9.02552,9.60539,isda,isda,isda,isda,5.73791,5.4062,0.459214,162.455,6.08842,6.97338,0.0632322,1.01584,56.0,18.0,23.0
7.1231,11.54746,isda,isda,isda,isda,6.04413,6.24515,0.326273,112.492,1.91902,6.68054,0.0632328,1.03908,57.0,24.0,20.0
4.45424,10.95629,isda,isda,isda,isda,5.526,22.8985,1.43982,116.447,1.75899,23.41,0.0632817,1.83362,72.0,13.0,15.0
6.54427,9.41378,isda,isda,isda,isda,6.43184,11.0343,0.754242,150.363,10.1402,9.74186,0.0634542,1.15625,66.0,16.0,15.0
8.14511,8.11465,isda,isda,isda,isda,6.74857,7.8331,0.579514,49.3059,4.67179,6.85914,0.0635914,0.883981,56.0,22.0,19.0
8.23847,11.07072,isda,isda,isda,isda,5.26808,7.96889,0.533185,77.0736,6.941,6.97455,0.0638242,1.3493,46.0,30.0,26.0
9.14898,8.34227,isda,isda,isda,isda,5.99826,10.7337,1.13824,17.8804,10.3817,9.04563,0.0639141,0.865447,64.0,20.0,16.0
8.64973,10.76746,isda,isda,isda,isda,5.98037,4.99863,0.46264,151.807,1.79167,8.59443,0.0639231,1.34756,53.0,23.0,18.0
8.56192,9.37579,isda,isda,isda,isda,5.71112,11.0838,0.907637,96.8505,4.87781,12.7496,0.0641674,1.97025,55.0,20.0,25.0
7.64398,9.94758,isda,isda,isda,isda,5.68834,7.94797,0.772891,16.626,4.70972,10.3495,0.0642068,1.08865,59.0,18.0,22.0
5.51335,8.9703,isda,isda,isda,isda,5.13094,20.0616,1.72713,116.273,3.78651,16.9357,0.0645923,1.40663,43.0,26.0,28.0
11.38559,9.09436,isda,isda,isda,isda,6.90632,10.4433,0.555673,116.714,13.3052,6.22045,0.0646772,1.22624,68.0,17.0,14.0
7.67007,8.79304,isda,isda,isda,isda,5.53159,9.31399,1.27306,48.0689,7.96701,12.6884,0.0647661,1.34384,64.0,18.0,18.0
8.9735,9.86125,isda,isda,isda,isda,5.41428,6.5475,0.577995,128.962,8.36925,7.85491,0.0648143,1.31277,56.0,19.0,23.0
9.15159,8.34329,isda,isda,isda,isda,6.23064,11.2692,0.918344,158.49,4.57189,11.0382,0.0648818,1.33692,69.0,20.0,16.0
8.84744,9.27285,isda,isda,isda,isda,5.11352,23.3314,1.81988,165.678,4.2791,16.9622,0.0649219,0.744822,53.0,19.0,28.0
11.35565,9.1305,isda,isda,isda,isda,5.87891,4.46829,0.406812,116.158,7.30183,5.67577,0.0649524,0.949173,55.0,23.0,24.0
7.09287,11.53023,isda,isda,isda,isda,5.95082,6.62679,0.388495,111.519,2.21977,8.44302,0.0650239,1.22557,52.0,26.0,21.0
7.31596,10.50913,isda,isda,isda,isda,6.05084,6.04895,0.53926,88.1951,2.9308,7.14363,0.0650827,1.22623,63.0,19.0,21.0
7.64524,9.95127,isda,isda,isda,isda,5.50141,10.9033,1.04325,78.7353,4.63578,15.1809,0.0651074,1.64281,51.0,19.0,23.0
8.30678,9.95754,isda,isda,isda,isda,5.53855,9.26656,1.21791,94.7686,0.927437,14.38,0.0653454,1.36202,61.0,16.0,22.0
9.07412,8.58582,isda,isda,isda,isda,5.96298,11.4676,0.661675,63.7577,1.80095,8.85897,0.0654246,1.40642,61.0,21.0,16.0
9.71223,10.19295,isda,isda,isda,isda,5.83775,4.64093,0.51055,160.553,9.13712,5.02941,0.0658172,1.29171,62.0,18.0,19.0
9.70886,10.15749,isda,isda,isda,isda,6.14768,5.01274,0.42394,100.775,8.85433,5.90901,0.0658556,1.43444,56.0,21.0,24.0
10.00089,9.91261,isda,isda,isda,isda,5.92921,11.6097,0.985501,285.564,12.4603,7.3696,0.0659435,1.89951,54.0,20.0,20.0
7.98006,11.4742,isda,isda,isda,isda,6.28044,3.91663,0.34774,50.6766,2.14225,6.09937,0.0660779,1.15226,60.0,23.0,18.0
11.4435,9.12861,isda,isda,isda,isda,5.65189,6.29038,0.405204,73.5098,10.1462,5.25928,0.0661078,1.12408,65.0,20.0,16.0
8.31928,11.13908,isda,isda,isda,isda,6.9576,4.80284,0.548139,151.791,5.4028,9.63192,0.0661132,1.46113,57.0,23.0,21.0
8.64043,9.65168,isda,isda,isda,isda,5.46638,9.16161,1.01214,137.914,1.7517,7.62855,0.0663461,1.06556,42.0,24.0,28.0
8.61943,10.79421,isda,isda,isda,isda,6.38398,9.38565,1.10736,152.455,3.64669,9.87142,0.0665953,1.77991,56.0,24.0,23.0
5.99642,10.27654,isda,isda,isda,isda,6.14817,11.1469,0.668379,111.034,7.75269,8.92816,0.0666281,1.70947,66.0,20.0,14.0
8.62845,10.81078,isda,isda,isda,isda,6.05558,8.61626,0.564503,233.453,2.59786,8.1556,0.0666471,1.37388,57.0,22.0,23.0
7.76954,9.51005,isda,isda,isda,isda,6.15737,8.01215,0.721494,77.3232,2.32541,11.4562,0.0667331,1.43879,56.0,18.0,21.0
8.80009,9.25059,isda,isda,isda,isda,5.90464,13.3881,1.33534,140.647,2.10007,12.0126,0.0667487,0.587422,55.0,20.0,26.0
8.09983,8.12381,isda,isda,isda,isda,6.2048,7.90121,0.548495,116.538,3.46068,7.15273,0.0668723,1.01032,56.0,23.0,18.0
6.93382,11.13135,isda,isda,isda,isda,5.95833,9.9269,0.76626,96.2103,1.95736,7.78307,0.0669138,0.984085,64.0,19.0,18.0
5.36093,10.66123,isda,isda,isda,isda,6.36935,6.09028,0.479088,151.801,5.82687,7.58914,0.0669621,1.12907,75.0,16.0,12.0
8.11305,8.06371,isda,isda,isda,isda,5.50349,10.7413,0.722045,91.9596,5.06767,6.72916,0.0671304,1.40649,55.0,22.0,20.0
9.02553,9.60539,isda,isda,isda,isda,6.64631,3.99635,0.490958,292.672,3.46122,15.4924,0.0672042,1.20167,56.0,18.0,23.0
7.5939,9.9946,isda,isda,isda,isda,5.87175,5.82347,0.693645,6.75874,3.87695,6.79168,0.0673274,0.810049,52.0,20.0,24.0
9.09172,8.41595,isda,isda,isda,isda,5.74738,9.46843,1.04648,46.144,7.11054,11.6322,0.0673776,0.836924,61.0,20.0,19.0
7.08459,11.61483,isda,isda,isda,isda,5.81469,8.21524,0.485118,159.746,4.40469,6.23487,0.0674503,1.54857,58.0,25.0,20.0
8.71435,8.40607,isda,isda,isda,isda,6.3635,2.73777,0.440091,41.5181,9.06382,5.87002,0.0675221,1.26658,70.0,15.0,14.0
8.12733,8.07557,isda,isda,isda,isda,5.9659,12.7214,0.734306,63.5178,5.9223,5.55394,0.0675505,1.37522,55.0,20.0,17.0
8.59621,10.79488,isda,isda,isda,isda,5.27047,8.2035,1.01309,42.2392,2.87697,8.71588,0.0676073,0.947952,56.0,21.0,23.0
9.00965,8.52553,isda,isda,isda,isda,5.09355,11.4919,1.01609,143.544,5.93164,34.4872,0.0676217,2.26217,55.0,23.0,19.0
8.39481,10.08399,isda,isda,isda,isda,5.67466,11.3978,1.61587,72.2729,2.18612,6.80727,0.0676265,1.38916,50.0,20.0,24.0
4.47253,10.92174,isda,isda,isda,isda,6.23987,6.98047,0.414117,93.9659,4.50603,7.37289,0.0676976,0.842973,70.0,12.0,13.0
8.86942,9.26349,isda,isda,isda,isda,5.51238,15.2716,0.983911,118.9,6.035,11.3628,0.0677253,0.841884,54.0,17.0,27.0
8.38951,10.08067,isda,isda,isda,isda,5.82225,9.70887,0.992182,178.858,6.49356,10.6959,0.0677665,1.74363,50.0,22.0,22.0
8.61538,10.79529,isda,isda,isda,isda,5.55945,9.26325,0.710204,93.5608,4.59609,6.07493,0.0678024,1.65919,49.0,25.0,24.0
8.30075,11.17877,isda,isda,isda,isda,6.46462,8.86088,0.447725,156.732,3.41686,7.59123,0.0679455,2.17273,57.0,23.0,19.0
9.04751,8.54777,isda,isda,isda,isda,5.46776,8.93383,0.722519,146.546,2.38841,6.52953,0.0679731,1.31585,68.0,21.0,17.0
7.9202,11.54757,isda,isda,isda,isda,6.23833,4.00896,0.392083,93.1042,3.61167,5.41316,0.0680866,1.3928,62.0,19.0,15.0
7.69246,9.50277,isda,isda,isda,isda,6.04725,12.5195,1.25263,184.805,2.75655,9.50652,0.0680869,1.61783,53.0,18.0,21.0
8.24656,11.02629,isda,isda,isda,isda,5.89616,7.952,0.562596,77.9782,1.64355,6.06571,0.0681429,1.0724,59.0,23.0,17.0
8.58916,9.39712,isda,isda,isda,isda,5.80969,13.3319,1.08943,73.1877,9.91212,10.0614,0.0682737,1.68295,50.0,21.0,27.0
9.71837,10.19587,isda,isda,isda,isda,5.56604,8.00904,0.556136,134.758,5.77012,9.15844,0.0683418,1.63319,59.0,20.0,22.0
8.97626,9.60384,isda,isda,isda,isda,5.24028,9.91171,1.04449,150.221,6.1453,17.236,0.0683805,0.950652,55.0,19.0,23.0
9.04834,9.98107,isda,isda,isda,isda,5.99592,6.63141,0.667746,132.792,5.34047,7.72408,0.0684313,1.2108,51.0,21.0,26.0
9.00986,9.89746,isda,isda,isda,isda,5.0899,7.48869,0.581288,146.623,2.44164,9.33318,0.0684532,1.18157,53.0,20.0,25.0
8.66998,10.17145,isda,isda,isda,isda,5.97794,7.12429,0.669732,129.933,3.88597,6.42883,0.0686372,1.45692,57.0,18.0,22.0
10.48021,10.65288,isda,isda,isda,isda,6.7657,4.17085,0.420503,147.299,9.41716,9.32747,0.0687248,1.1252,53.0,25.0,25.0
8.3172,11.19194,isda,isda,isda,isda,6.31446,5.26098,0.358111,70.1871,4.7545,5.15652,0.0687479,1.43643,63.0,24.0,21.0
9.15346,9.5612,isda,isda,isda,isda,5.68022,6.77982,0.773724,63.7639,2.31762,4.87117,0.0687577,1.33071,67.0,14.0,23.0
7.71613,9.51478,isda,isda,isda,isda,6.24208,9.38292,1.07584,256.629,6.54168,9.21213,0.0688966,0.775919,57.0,18.0,24.0
9.17332,8.38148,isda,isda,isda,isda,6.3131,8.86412,0.994367,171.713,4.67105,11.7065,0.0689352,0.815475,59.0,21.0,18.0
8.32124,11.13862,isda,isda,isda,isda,5.85599,6.63737,0.463531,93.9147,4.34658,5.7418,0.0689815,1.47187,53.0,22.0,22.0
8.27704,11.18329,isda,isda,isda,isda,6.39011,11.7444,0.908326,122.474,6.98594,10.2112,0.0691841,1.76939,60.0,24.0,23.0
4.45287,10.96557,isda,isda,isda,isda,6.24802,6.76532,0.411166,98.5608,19.4295,5.22215,0.0692216,1.53831,68.0,12.0,13.0
10.998,8.92062,isda,isda,isda,isda,6.71635,7.47553,0.548498,59.3986,5.55322,5.66967,0.0694063,1.165,52.0,24.0,20.0
5.40069,10.01128,isda,isda,isda,isda,6.02897,19.8785,1.60301,193.91,6.18206,7.3723,0.0697847,1.2848,66.0,18.0,17.0
7.65801,9.93283,isda,isda,isda,isda,5.24786,8.43206,0.800297,14.4404,1.90518,9.84741,0.0698203,0.873871,58.0,17.0,21.0
9.98658,9.37791,isda,isda,isda,isda,6.54456,5.46112,0.524068,162.455,17.3714,8.67653,0.0700475,1.16579,63.0,16.0,15.0
8.31004,10.01333,isda,isda,isda,isda,5.58448,14.7265,1.12002,123.35,3.34773,9.8075,0.0701156,1.10557,57.0,17.0,21.0
7.07565,11.54883,isda,isda,isda,isda,5.97631,4.56708,0.431462,110.262,1.87379,6.19183,0.0701208,1.05353,59.0,23.0,18.0
8.80003,9.25056,isda,isda,isda,isda,5.27361,7.09256,0.748464,21.2194,2.4264,13.2881,0.0701566,0.919203,55.0,20.0,26.0
5.46542,9.97791,isda,isda,isda,isda,6.11647,11.8327,0.884701,161.803,1.71993,7.28771,0.0701878,1.54939,65.0,19.0,13.0
9.09911,11.2729,isda,isda,isda,isda,5.89325,8.77942,0.704299,94.0267,6.81658,6.35812,0.0702003,1.81503,58.0,20.0,19.0
8.53281,9.32842,isda,isda,isda,isda,6.07167,14.6446,1.46051,104.305,15.044,10.312,0.0705332,1.36968,56.0,18.0,23.0
9.025,9.59895,isda,isda,isda,isda,6.17706,10.6129,0.978006,173.659,1.23821,11.442,0.0705841,1.74389,56.0,18.0,23.0
6.35059,9.65251,isda,isda,isda,isda,5.90229,20.53,1.77573,115.891,5.57353,5.5056,0.0706628,1.69073,66.0,15.0,14.0
7.6373,9.97237,isda,isda,isda,isda,5.58868,6.2661,0.787156,42.6546,3.03614,16.3268,0.0707737,1.33236,58.0,18.0,22.0
8.59936,10.80898,isda,isda,isda,isda,6.10763,4.62012,0.600699,42.8757,6.49475,6.94936,0.0710325,1.1758,51.0,21.0,21.0
8.57113,9.38645,isda,isda,isda,isda,5.3482,11.0578,0.921409,101.428,1.89067,8.37145,0.0710379,1.54422,59.0,20.0,23.0
9.05068,8.54942,isda,isda,isda,isda,5.16515,7.9428,0.954362,62.2975,1.74847,12.0398,0.0711335,0.733104,59.0,22.0,20.0
11.03225,8.99302,isda,isda,isda,isda,6.20546,13.0429,1.2259,173.923,12.997,5.97577,0.0712319,1.508,49.0,26.0,21.0
7.98319,11.47634,isda,isda,isda,isda,6.58569,6.50456,0.527013,60.8137,3.71466,6.59645,0.0712721,1.31278,58.0,23.0,18.0
9.01565,9.90471,isda,isda,isda,isda,5.23596,21.8097,1.49585,199.266,19.9884,16.1354,0.0713369,1.80768,49.0,23.0,28.0
8.61976,10.80906,isda,isda,isda,isda,5.79527,2.89045,0.4925,40.3317,8.88164,6.61806,0.0714841,1.19065,60.0,22.0,19.0
8.8681,9.26742,isda,isda,isda,isda,5.32872,17.544,1.41775,112.737,2.82872,9.99383,0.0716073,0.769344,53.0,19.0,27.0
7.67282,9.92652,isda,isda,isda,isda,5.89078,9.27863,1.08587,17.7273,3.16431,7.85912,0.0717665,1.05254,54.0,19.0,24.0
9.71467,10.19526,isda,isda,isda,isda,6.21416,5.89758,0.419572,146.89,5.11552,5.42044,0.0719175,1.6907,61.0,20.0,21.0
10.01025,9.92838,isda,isda,isda,isda,5.92556,8.98353,0.661458,224.981,4.06021,8.57536,0.0720579,1.48833,64.0,18.0,20.0
9.70921,10.17608,isda,isda,isda,isda,6.03941,7.4416,0.62612,121.769,9.87418,5.06142,0.0721364,1.56676,54.0,20.0,23.0
6.37736,9.6506,isda,isda,isda,isda,6.47322,10.3794,0.934688,112.267,8.51823,7.62197,0.0721801,1.76435,65.0,17.0,16.0
10.01575,9.36771,isda,isda,isda,isda,6.09502,7.20402,0.521905,133.418,12.3346,6.84615,0.0722528,1.49168,57.0,18.0,20.0
9.29948,10.23168,isda,isda,isda,isda,6.4613,7.68993,0.619577,150.658,8.65575,6.50837,0.0724549,1.40292,61.0,18.0,18.0
4.48851,10.95154,isda,isda,isda,isda,6.48778,9.06055,0.902036,77.2977,6.70557,5.80102,0.0725293,1.2373,69.0,14.0,16.0
7.12198,11.61043,isda,isda,isda,isda,6.05898,10.4968,1.0143,81.7622,2.61352,7.26207,0.0725921,2.17943,48.0,25.0,24.0
8.28159,11.18399,isda,isda,isda,isda,6.50471,7.14491,0.430338,174.971,2.53605,6.53129,0.0726607,1.59194,58.0,23.0,22.0
8.70438,8.38042,isda,isda,isda,isda,5.45989,7.53036,0.593558,84.1652,2.57401,9.23375,0.0728148,1.46888,61.0,18.0,16.0
9.15209,9.5628,isda,isda,isda,isda,5.27151,13.837,0.790984,85.5366,5.91972,9.93914,0.0728182,2.07816,60.0,14.0,22.0
8.2709,11.09462,isda,isda,isda,isda,5.95749,5.35299,0.49333,65.6267,4.37987,6.62123,0.0733352,1.70751,52.0,25.0,24.0
7.64095,10.00894,isda,isda,isda,isda,5.54733,8.3904,0.556483,139.674,2.25846,9.64089,0.0733401,0.725772,58.0,18.0,22.0
8.10172,8.12015,isda,isda,isda,isda,5.60163,9.66563,0.682861,193.991,3.49063,10.186,0.0735827,0.982621,57.0,22.0,19.0
8.26092,10.02108,isda,isda,isda,isda,5.39577,7.89395,0.967614,105.062,1.60053,8.74739,0.0736699,0.946861,61.0,17.0,20.0
10.01057,9.36767,isda,isda,isda,isda,6.05581,8.95457,0.57674,207.51,4.13427,10.7229,0.0737994,0.99035,59.0,19.0,18.0
11.6539,9.02598,isda,isda,isda,isda,7.0794,6.80195,0.467416,230.911,11.0192,9.82779,0.0738002,1.3336,67.0,15.0,16.0
6.49614,8.52283,isda,isda,isda,isda,5.54075,8.8747,0.752502,96.1796,5.38903,7.23989,0.0738177,1.39495,57.0,22.0,17.0
8.52745,8.46122,isda,isda,isda,isda,5.57074,9.35882,0.90591,95.8628,1.97068,9.82708,0.0739194,0.66082,68.0,17.0,14.0
9.16745,9.5055,isda,isda,isda,isda,5.72566,9.26414,0.772797,92.4633,1.88155,9.00342,0.0739456,1.45933,60.0,18.0,21.0
8.30714,10.0124,isda,isda,isda,isda,5.43442,7.30854,0.687278,149.417,1.49104,14.2066,0.0741164,1.17132,56.0,17.0,21.0
10.04659,9.39231,isda,isda,isda,isda,6.55626,3.46745,0.403226,160.609,17.3831,4.25563,0.0742584,1.22467,56.0,19.0,23.0
9.29291,10.28524,isda,isda,isda,isda,7.44199,12.8495,0.985018,143.743,22.6331,11.9297,0.0742976,1.82373,55.0,22.0,22.0
5.45483,10.0073,isda,isda,isda,isda,6.21405,9.28154,0.70333,64.7571,5.13266,8.47284,0.0743744,1.34433,64.0,19.0,14.0
7.94131,11.46727,isda,isda,isda,isda,6.10651,9.5262,0.5341,65.6267,4.48631,5.76264,0.0743749,1.80046,59.0,23.0,18.0
8.79414,9.30249,isda,isda,isda,isda,5.15552,9.85805,0.934021,13.6523,1.74153,16.2443,0.0744454,0.60247,52.0,23.0,27.0
7.12504,11.5516,isda,isda,isda,isda,6.1501,5.17443,0.373063,119.597,2.75997,5.43578,0.0749201,1.25877,57.0,25.0,19.0
8.62455,10.81187,isda,isda,isda,isda,6.43097,3.88822,0.475419,105.626,8.40328,8.3537,0.0750207,0.852498,62.0,22.0,19.0
6.57575,9.41112,isda,isda,isda,isda,5.7829,4.87824,0.486405,76.3907,2.38651,10.3262,0.0751553,1.14088,72.0,15.0,14.0
6.34051,9.69869,isda,isda,isda,isda,6.17054,7.84789,0.707408,69.2352,3.31363,7.06501,0.0751899,1.00077,63.0,16.0,15.0
8.56722,9.37383,isda,isda,isda,isda,5.42185,15.2631,1.22734,144.195,6.14042,13.9037,0.0753044,1.91501,55.0,21.0,25.0
8.62508,9.64705,isda,isda,isda,isda,5.20206,7.97986,0.769887,154.937,0.899688,6.00905,0.0754469,0.83454,47.0,21.0,26.0
6.33712,9.66743,isda,isda,isda,isda,5.95586,11.7676,1.00689,89.2203,2.19097,6.37527,0.0757685,1.06655,66.0,17.0,16.0
9.16691,11.24587,isda,isda,isda,isda,5.7767,5.26428,0.508159,12.9624,4.68364,7.27167,0.0757922,1.63,61.0,19.0,20.0
10.03652,9.90861,isda,isda,isda,isda,5.88783,6.7398,0.485691,98.7204,11.0096,7.86596,0.0758091,1.50645,71.0,18.0,20.0
6.33011,9.66838,isda,isda,isda,isda,6.52474,26.7405,1.42777,158.667,7.58987,9.14709,0.0761767,1.48756,59.0,16.0,17.0
11.64268,9.02184,isda,isda,isda,isda,6.24806,5.83524,0.34189,129.949,13.017,9.9717,0.0762916,1.35179,60.0,18.0,17.0
